,smiles,dat,id
214,Nc5nc(c1ccccc1)c4c(=O)c3ccc(CNN2CCCC2)cc3c4n5,629463,CHEMBL1099368
215,Nc4nc2n(CCc1ccccc1)cnc2c5nc(c3ccco3)nn45,407642,CHEMBL398046
216,Cc4ccc3Cc2c(C1CCC(Br)O1)nc(N)nc2c3c4,301124,CHEMBL178435
217,CC(=O)Nc4cc(N2CCc1ccccc1C2)nc(n3nc(C)cc3C)n4,496537,CHEMBL456287
218,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(NCCc1ccc(CCC(O)=O)cc1)nc23)[C@H](O)[C@@H]4O,89466,CHEMBL291471
219,OCCNc3nc(C(=O)c1cccs1)c2sccc2n3,428288,CHEMBL405234
220,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCN1CCCCC1)nc23)[C@H](O)[C@@H]4O,605412,CHEMBL604019
221,Nc5nc(c1ccccc1)c4c(=O)c3ccc(NCCN2CCOCC2)cc3c4n5,628846,CHEMBL1095172
222,Nc3nc(c1cccs1)cc4nc(c2ccco2)nn34,296821,CHEMBL362253
223,CCN3C2N=C(\C=C\c1ccc(OC)c(OC)c1)N(C)C2C(=O)N(CC)C3=O,492614,CHEMBL483242
224,Nc4nc(c1ccncc1)c3c(=O)c2ccccc2c3n4,629012,CHEMBL1086977
225,Nc4nc2n(Cc1ccccc1)nnc2c5nc(c3ccco3)nn45,136726,CHEMBL82901
226,Nc5nc(c3cccc(CN2CCC(c1ccccc1)CC2)c3)cc6nc(c4ccco4)nn56,297083,CHEMBL175664
227,Cn3c(n1nccn1)nc4c(N)nc(CCc2ccccc2)nc34,329546,CHEMBL196259
228,Cn3c(=O)n(C)c2[nH]c(C1CCCCC1)nc2c3=O,173575,CHEMBL321505
229,CCOC(=O)C3=C(c1ccccc1)Nc2cc(C)c(C(=O)OCC)cc2C3\C=C\c4ccccc4,219453,CHEMBL340868
230,CCN5CCC(N(C)c4ccc3c(=O)c2c(c1ccccc1)nc(N)nc2c3c4)CC5,628849,CHEMBL1095813
231,Nc3nc(C(=O)NCc1ccccc1Cl)nc(c2ccco2)n3,591689,CHEMBL609603
232,OC[C@H]6OC(n4cnc5c(NCC2c1ccccc1c3ccccc23)ncnc45)[C@H](O)[C@@H]6O,605114,CHEMBL606079
233,CN(CCc1ccccc1)C(=O)c4cc(N)n3nc(c2ccc(Br)o2)nc3c4,184219,CHEMBL420307
234,S\C(Cc1ccccc1)=N/N=C/c2cccnc2,279277,CHEMBL166429
235,CCSc2nc(N)nc(c1ccccc1)n2,368929,CHEMBL220445
236,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCCOC1CCCCO1)nc23)[C@H](O)[C@@H]4O,605093,CHEMBL605241
237,Nc6nc(N4CCN3C[C@@H](COc1ncnc2[nH]ncc12)CC[C@H]3C4)nc7nc(c5ccco5)nn67,373044,CHEMBL222430
238,Nc4nc(OCCc1cccc2ccccc12)nc5n(C3O[C@@H](CO)[C@H](O)[C@@H]3O)cnc45,605163,CHEMBL604837
239,CCCn3c(=O)n(CCC)c2[nH]c(c1ccc(OCC(=O)NCCN(C)C)cc1)nc2c3=O,85418,CHEMBL59084
240,Nc3nc1ccc(Cl)cc1n4c(c2ccccc2)nnc34,114361,CHEMBL303198
241,Nc4nc(c1ccccc1)c(C#N)c(c3ccc2OCOc2c3)n4,432191,CHEMBL259607
242,CCC(=O)N[C@H]6C[C@@H](n4cnc5c(NCC(c1ccccc1)c2ccccc2)nc(NCCc3c[nH]cn3)nc45)[C@H](O)[C@@H]6O,599299,CHEMBL601514
243,Nc5nc(c1ccccc1)c4c(=O)c3ccc(CNCc2ccco2)cc3c4n5,629254,CHEMBL1087714
244,CCC(CC)CNc4nc(NCCc1cn(CC)cn1)nc5n([C@@H]3C[C@H](n2cc(CO)cn2)[C@@H](O)[C@H]3O)cnc45,599376,CHEMBL604591
245,Nc5nc(c1ccccc1)c4c(=O)c3ccc(CNCc2ccccn2)cc3c4n5,629319,CHEMBL1088235
246,CN4CCC(CC(=O)Nc3cc(n1nc(C)cc1C)nc(c2ccc(C)o2)n3)CC4,439974,CHEMBL272679
247,COc6ccc5CN(CCn1ncc3c1nc(N)n4nc(c2ccco2)nc34)Cc5c6,447697,CHEMBL469876
248,Nc5nc3n(CCc2cccc(c1cccnc1)c2)ncc3c6nc(c4ccco4)nn56,468043,CHEMBL519282
249,Nc4nc(c2cccc(c1ccccc1)c2)cc5nc(c3ccco3)nn45,296871,CHEMBL179644
250,Nc5nc(c1ccco1)c4ncn(Cc2cccc3ccccc23)c4n5,325082,CHEMBL193613
251,Nc4nc2n(CCN1CCOCC1)ncc2c5nc(c3ccco3)nn45,18507,CHEMBL275636
252,COc4ccc(CCCN(C)c3cc2nc(c1ccco1)nn2c(N)n3)cc4,475118,CHEMBL471976
253,Clc6cccc(CC(=O)Nc4nc2nn(CCc1ccccc1)cc2c5nc(c3ccco3)nn45)c6,569725,CHEMBL572386
254,Nc5nc(c1ccccc1)c4c(=O)c3ccc(CNN2CCC(=O)CC2)cc3c4n5,629393,CHEMBL1099028
255,CCCn1cnc3c1nc(N)n4nc(c2ccco2)nc34,407640,CHEMBL248298
256,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCN1CCSCC1)nc23)[C@H](O)[C@@H]4O,605482,CHEMBL604026
257,COc4ccc(CC(=O)Nc3cc(c1nccs1)nc(c2ccc(C)o2)n3)cc4,436197,CHEMBL409700
258,Cc4cc(C)n(c3cc(NC(=O)CN1CCCOCC1)nc(c2ccc(C)o2)n3)n4,439975,CHEMBL406921
259,Nc4nc(c1ccco1)c3ncn(C(=O)NCCc2ccccc2)c3n4,427636,CHEMBL260989
260,CN4CCC(Oc3cccc(c2cc(NC(C)=O)nc(n1nc(C)cc1C)n2)c3)CC4,517053,CHEMBL511159
261,Cc1cccnc1CNC(=O)c3cc(c2ccccc2)nc(N)n3,591802,CHEMBL595132
262,Nc5nc(N3CCN(Cc2cc1ccccc1nc2Cl)CC3)nc6nc(c4ccco4)nn56,312434,CHEMBL185967
263,Nc6nc(N4CCN3C[C@@H](COc1cccc2cnccc12)CC[C@H]3C4)nc7nc(c5ccco5)nn67,373057,CHEMBL222590
264,Nc5nc3n(CCN2CCc1ncncc1C2)ncc3c6nc(c4ccco4)nn56,447700,CHEMBL513030
265,CCNC(=O)[C@H]4OC(n2cnc3c(NCc1cccc(Br)c1)ncnc23)[C@H](O)[C@@H]4O,607220,CHEMBL610426
266,Nc5nc(c1ccco1)c4ncn(Cc3cc2OCOc2cc3Cl)c4n5,325221,CHEMBL195543
267,Nc4nc2n(CCN1CCOCC1)cnc2c5nc(c3ccco3)nn45,407641,CHEMBL248299
268,CCNC(=O)[C@H]4C[C@H](n2cnc3c(N)nc(C#Cc1ccc(C=O)cc1)nc23)[C@@H](OC)[C@@H]4OC,609385,CHEMBL607376
269,Nc3nc(OCCCCCc1ccccc1)nc4n(C2O[C@@H](CO)[C@H](O)[C@@H]2O)cnc34,605145,CHEMBL604212
270,CCn5c(=O)[nH]c4nc(c3ccc(S(=O)(=O)N2CCN(Cc1ccc(Cl)cc1)CC2)cc3)[nH]c4c5=O,500069,CHEMBL483261
271,Nc4nc2c(NCc1ccccc1)cccc2n5c(=O)n(c3ccccc3)nc45,17548,CHEMBL274274
272,Nc5nc(c1ccccc1)c4c(=O)c3ccc(OCCN2CCOCC2)cc3c4n5,628703,CHEMBL1095488
273,Cc3ccc(c2cc(C(=O)NCc1cscn1)nc(N)n2)o3,591921,CHEMBL611048
274,Nc3nc(C#CCC1CCCCC1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,606225,CHEMBL610651
275,Nc3nc(c1cccnc1)cc4nc(c2ccco2)nn34,296944,CHEMBL178589
276,Nc4nc(c1ccco1)c3ncn(CCCc2ccccc2)c3n4,325097,CHEMBL193761
277,Cc4ccc(c3nc(NC(=O)COc1cccc(C#N)c1)cc(c2nccs2)n3)o4,424864,CHEMBL255860
278,CCCn3c(=O)c2nc(c1ccc(OCC(=O)NCCNC)cc1)[nH]c2n(CCC)c3=S,85419,CHEMBL293102
279,Nc4nc2n(CCc1ccccc1)nnc2c5nc(c3ccco3)nn45,137169,CHEMBL85864
280,Nc5ccc(CC(=O)Nc3nc1ccc(Cl)cc1c4nc(c2ccco2)nn34)cc5,157802,CHEMBL97748
281,Nc4nc(NC[C@H]1CCCN1Cc2cccnc2)nc5nc(c3ccco3)nn45,296655,CHEMBL369070
282,Cn5cc(CN1CCC[C@@H]1CNc4nc(N)n3nc(c2ccco2)nc3n4)c(Cl)n5,296710,CHEMBL369373
283,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCCc1ccccc1)nc23)[C@H](O)[C@@H]4O,605447,CHEMBL605690
284,Nc6nc(N4CCN3C[C@H](COc2ccc1ccccc1n2)CC[C@H]3C4)nc7nc(c5ccco5)nn67,373075,CHEMBL222530
285,Cc3nc2sc1CCCCc1c2c(=O)n3CC#C,630003,CHEMBL1086956
286,Nc3nc(C#CC(O)C1(O)CCCCC1)cn4nc(c2ccco2)nc34,303698,CHEMBL367572
287,CC4(C)C5CC=C(\C=N\Nc3nc(N)c2ncn(C1O[C@H](CO)[C@@H](O)[C@H]1O)c2n3)C4C5,607412,CHEMBL611917
288,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CNCCc1ccc(F)cc1)nc23)[C@H](O)[C@@H]4O,607160,CHEMBL611586
289,CCCn3c(=O)n(CCC)c2nc(c1ccc(OCC(=O)NCCN)cc1)[nH]c2c3=O,442361,CHEMBL273094
290,CC(=O)N5CCN(Cc3cccc4c(=O)c2c(c1ccccc1)nc(N)nc2c34)CC5,629187,CHEMBL1087819
291,CCCCn6cc4c(nc(NC(=O)Cc2ccc1ccccc1c2)n5nc(c3ccco3)nc45)n6,569700,CHEMBL573588
292,CN5CCN(C(=O)c4ccc3c(=O)c2c(c1ccccc1)nc(N)nc2c3c4)CC5,629659,CHEMBL1087185
293,Nc4nc(c1cccs1)c3nnn(Cc2ccccc2F)c3n4,472214,CHEMBL511405
294,Nc4nc(c1ccco1)c3nnn(CC2CCCCC2)c3n4,472282,CHEMBL467035
295,Cc3ccc(c2cc(C(=O)NCc1cc(C)on1)nc(N)n2)o3,591920,CHEMBL595365
296,Nc5nc(c1ccccc1)c4c(=O)c3cccc(CN2CCCCCC2)c3c4n5,629188,CHEMBL1087820
297,Nc5nc(c1ccco1)c4nnn(Cc3ccc2[nH]ncc2c3)c4n5,472438,CHEMBL512812
298,COc6cc(OC)cc(C(CNc3ncnc4n(C2O[C@H](C(=O)NC1CC1)[C@@H](O)[C@H]2O)cnc34)c5ccccc5C)c6,605135,CHEMBL603791
299,Nc4nc(c1ccco1)c3nnn(Cc2ccco2)c3n4,471382,CHEMBL461650
300,O=C(Cc1cccs1)Nc5nc3nn(CCc2ccccc2)cc3c6nc(c4ccco4)nn56,568991,CHEMBL575197
301,COCc3cccc(CNC(=O)c2nc(N)nc(c1ccco1)n2)n3,591673,CHEMBL593746
302,CCCCn1ncc3c1nc(N)n4nc(c2ccco2)nc34,18471,CHEMBL17094
303,COc6ccc(CC(=O)Nc4nc2nn(CCCc1ccccc1)cc2c5nc(c3ccco3)nn45)cc6,569703,CHEMBL576583
304,Nc3cc(C(=O)N1CCSCC1)cc4nc(c2ccc(Br)o2)nn34,184893,CHEMBL325237
305,Nc4nc(c1ccccc1)c3oc2ccccc2c3n4,301138,CHEMBL181981
306,CN4CCN(CC(=O)Nc3cc(n1nc(C)cc1C)nc(c2nccs2)n3)CC4,441815,CHEMBL271202
307,Nc4nc(c1cccs1)c3cnn(Cc2ccccc2F)c3n4,427139,CHEMBL258006
308,COc5cccc(n3c(=O)n(Cc1c(F)cccc1F)c4cnc(NCCc2cccs2)nc34)c5,457040,CHEMBL522268
309,Nc5nc(N3CCN2C[C@@H](CNc1ncccn1)CC[C@H]2C3)nc6nc(c4ccco4)nn56,373032,CHEMBL222145
310,Nc6nc(N4CCN3C[C@@H](CN(Cc1ccccn1)Cc2ccccn2)CC[C@H]3C4)nc7nc(c5ccco5)nn67,373093,CHEMBL373941
311,Cn2c(c1cccc(F)c1)nc3c(N)nc(C#CC(C)(C)O)nc23,77788,CHEMBL300624
312,OC[C@H]5OC(n3cnc4c(NCc1cccc2ccccc12)ncnc34)[C@H](O)[C@@H]5O,605741,CHEMBL605166
313,CC(C)CCn6cc4c(nc(NC(=O)Cc2ccc(c1ccccc1)cc2)n5nc(c3ccco3)nc45)n6,568995,CHEMBL576351
314,CN5CCN(NCc4ccc3c(=O)c2c(c1ccccc1)nc(N)nc2c3c4)CC5,629322,CHEMBL1088665
315,COc5ccc(NC(=O)Nc3nc1ccc(Cl)cc1c4nc(c2ccco2)nn34)cc5,238713,CHEMBL144979
316,Nc3nc(C(=O)NCc1cccnc1)cc(c2ccco2)n3,565218,CHEMBL571672
317,Nc3nc(OCCCCc1ccccc1)nc4n(C2O[C@@H](CO)[C@H](O)[C@@H]2O)cnc34,605295,CHEMBL605257
318,Nc4nc(OCCc1c[nH]c2ccccc12)nc5n(C3O[C@@H](CO)[C@H](O)[C@@H]3O)cnc45,605294,CHEMBL605256
319,Cn3c(c1cccc(F)c1)nc4c(N)nc(C#CC2(O)CCCC2)nc34,77012,CHEMBL297685
320,COc3cccc(c2n[nH]c(Cc1cccc(Br)c1)n2)c3,279084,CHEMBL168892
321,Oc1ccc(N(=O)=O)cc1\C=N\N=C(/S)Cc2ccccc2,279811,CHEMBL168334
322,CN5CCCN(c4ccc3c(=O)c2c(c1ccccc1)nc(N)nc2c3c4)CC5,628924,CHEMBL1094548
323,CN4CCCN(CC(=O)Nc3cc(n1nc(C)cc1C)nc(c2ccc(C)o2)n3)CC4,440058,CHEMBL409419
324,CCCn4c(=O)n(CCC)c3cc(c2ccc(COC(=O)Nc1cc[nH]n1)cc2)[nH]c3c4=O,479618,CHEMBL466453
325,COc1ccccc1CC(=O)Nc3nc(N)nc(c2ccco2)c3N(=O)=O,565193,CHEMBL564224
326,OC(=O)\C=C\c5ccc(c4nc3c(=O)n(CC1CCCCC1)c(=O)n(CC2CCCCC2)c3[nH]4)cc5,18690,CHEMBL17103
327,Nc4nc(NC[C@H]1CCCN1Cc2ccnc(Cl)c2)cc5nc(c3ccco3)nn45,309415,CHEMBL183531
328,CCCOC(=O)c1c(CCO)c(C(=O)SCC)c(CC)nc1c2ccccc2,270510,CHEMBL162666
329,Cn4c(=O)n(C)c3cc(c2ccc(COC(=O)Nc1ccsc1)cc2)[nH]c3c4=O,479429,CHEMBL513681
330,Nc5nc(c1ccc(Br)o1)c4Cc3ccc(c2ccccc2)cc3c4n5,301051,CHEMBL369338
331,Cn3c(c1ccco1)nc4c(N)nc(C#CC2(O)CCCCC2)nc34,77039,CHEMBL50051
332,Cc4ccc3Cc2c(c1ccccc1)nc(N)nc2c3c4,301006,CHEMBL360124
333,Nc3nc(c1ccco1)cc(c2ccccc2)c3C#N,488952,CHEMBL468370
334,Cc4ccc(c2nc(NC(=O)C1CC1)ccc2c3ccncc3)o4,613042,CHEMBL1082005
335,CN(C[C@H]1CCCN1Cc2cc(C)on2)c5cc(N)n4nc(c3ccco3)nc4n5,309304,CHEMBL360166
336,Nc5nc3n(CCc2ccc(c1cccnc1)cn2)ncc3c6nc(c4ccco4)nn56,468044,CHEMBL482283
337,COc4ccc(CCCc3cc2nc(c1ccco1)nn2c(N)n3)cc4,475116,CHEMBL471974
338,CCCCn6cc4c(nc(NC(=O)Cc1cccc2ccccc12)n5nc(c3ccco3)nc45)n6,569713,CHEMBL575386
339,Nc5nc(c1ccco1)c4nnn(Cc3ccc2[nH]nnc2c3)c4n5,472439,CHEMBL442670
340,CCc3nc(c1cccc(C)n1)c2sccc2n3,427703,CHEMBL408624
341,Nc4nc(c1ccccn1)c3cnn(Cc2ccccc2F)c3n4,427100,CHEMBL257982
342,CC(=O)Nc4cc(c2ccnc(N1CCOCC1)c2)nc(n3nc(C)cc3C)n4,516689,CHEMBL487371
343,Nc3nc(c1cccs1)cc(c2ccco2)c3C#N,489246,CHEMBL476310
344,CC(=O)Nc3cc(N1CCCC1=O)nc(n2nc(C)cc2C)n3,496534,CHEMBL515992
345,O=C(c1ccccc1)c3sc(NCCc2cccs2)nc3c4ccco4,495756,CHEMBL457102
346,COc5cccc(n3c(=O)n(Cc1c(F)cccc1F)c4cnc(NCc2ccccn2)nc34)c5,458065,CHEMBL464928
347,Nc4nc(c1ccco1)c3nnn(Cc2ccccn2)c3n4,472362,CHEMBL462501
348,CCCCC#Cc3nc(N)c2ncn([C@@H]1C[C@H](NC(=O)CC)[C@@H](O)[C@H]1O)c2n3,599097,CHEMBL591999
349,CCCCNC(=O)c3cc(N)c2c(=O)c1ccccc1c(=O)c2c3N,602122,CHEMBL601628
350,O=C(Nc2ccc(C#N)c(c1ccco1)n2)C3CC3,612961,CHEMBL1079801
351,Cc4noc(c2sc(NC(=O)C1CC1)nc2c3ccccc3)n4,687883,CHEMBL1221457
352,CN(C[C@H]1CCCN1Cc2cc(C)on2)c5nc(N)n4nc(c3ccco3)nc4n5,296634,CHEMBL353323
353,Nc5nc(NC[C@H]1CCCN1Cc3cc2ccccc2o3)nc6nc(c4ccco4)nn56,296602,CHEMBL177539
354,Nc4nc2n(Cc1ccc(F)cc1)ncc2c5nc(c3ccco3)nn45,18427,CHEMBL17302
355,CC(O)(C#Cc3cn2nc(c1ccco1)nc2c(N)n3)c4ccccc4,303833,CHEMBL183181
356,Nc3nc(C#CC(O)C1(O)CCC1)cn4nc(c2ccco2)nc34,303595,CHEMBL183674
357,Clc6ccc5nc(NC(=O)C(c1ccccc1)c2ccccc2)n4nc(c3ccco3)nc4c5c6,157549,CHEMBL317580
358,COCCOc6ccc(N5CCN(CCn1cnc3c1nc(N)n4nc(c2ccccn2)nc34)CC5)cc6,407666,CHEMBL246675
359,Nc5nc(c1ccccc1)c4c(=O)c3ccc(CNN2CCCCCC2)cc3c4n5,629392,CHEMBL1087727
360,O=C(Cc1ccsc1)Nc5nc3nn(CCc2ccccc2)cc3c6nc(c4ccco4)nn56,569000,CHEMBL572419
361,Cn3c(c1cccc(C#N)c1)nc4c(N)nc(C#CC2(O)CCCCC2)nc34,77033,CHEMBL49925
362,Nc4nc(c1cccs1)c3ncn(C(=O)NCc2ccccc2)c3n4,427520,CHEMBL264431
363,CCOC(=O)c2sc(NC(=O)c1ccco1)nc2c3ccccc3,688578,CHEMBL1222145
364,Nc5nc(N3CCN2[C@@H](COc1ccccc1)CCC[C@H]2C3)nc6nc(c4ccco4)nn56,372997,CHEMBL376346
365,CN(C)c3nc(c1nccn1C)c2sccc2n3,427598,CHEMBL406314
366,Nc3nc(c1ccco1)c2sccc2n3,427425,CHEMBL406298
367,Nc3nc(C(=O)NCc1ccco1)cc(c2ccco2)n3,567046,CHEMBL558291
368,Nc4nc(NCCc1ccccc1)nc5n(C3O[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]3O)cnc45,89040,CHEMBL56487
369,COc4cc(\C=C\c2nc1n(C)c(=O)n(C)c(=O)c1n2CCc3ccccc3)cc(OC)c4OC,36558,CHEMBL283939
370,Cn5nc(C(F)(F)F)c(CN4CCN(c3nc(N)n2nc(c1ccco1)nc2n3)CC4)c5Cl,312150,CHEMBL189192
371,CN(C[C@H]1CCCCN1Cc2cc(C)on2)c5nc(N)n4nc(c3ccco3)nc4n5,296661,CHEMBL366472
372,Nc5nc(N3CCN2C[C@@H](Cn1cnnn1)CC[C@H]2C3)nc6nc(c4ccco4)nn56,373052,CHEMBL222431
373,Fc4ccc(Cc3nc2sc1CCCCc1c2c(=O)n3CC#C)cc4,629984,CHEMBL1088253
374,Nc5nc(c1ccccc1)c4c(=O)c3cccc(CN2CCCCC2)c3c4n5,629120,CHEMBL1087701
375,Nc4nc(c1ccco1)c3nnn(Cc2cccnc2)c3n4,472363,CHEMBL449596
376,CC4CCCN(C(=O)c3cc(N)c2nc(c1ccc(Br)o1)nn2c3)C4,184417,CHEMBL113542
377,COC[C@@H]1CCCN1c3cc(NC(C)=O)nc(c2nccs2)n3,496796,CHEMBL456069
378,Nc4nc(NC[C@H]1CCCN1Cc2ccccn2)nc5nc(c3ccco3)nn45,296637,CHEMBL175564
379,Cn4c(=O)n(C)c3cc(c2ccc(COC(=O)Nc1cccs1)cc2)[nH]c3c4=O,479430,CHEMBL468295
380,Cn5cc3c(nc(NC(=O)COc1ccccc1)n4nc(c2ccco2)nc34)n5,569701,CHEMBL573589
381,O[C@H]4[C@@H](O)[C@H](n2cnc3c(NCc1cccc(I)c1)ncnc23)S[C@@H]4C(=O)NC5CC5,593734,CHEMBL596014
382,COC[C@@H]1CCCN1C(=O)c4cc(N)c3nc(c2ccc(Br)o2)nn3c4,183702,CHEMBL110047
383,Cc4ccc(c3nc(NC(=O)CCc1ccccc1F)cc(c2nccs2)n3)o4,424857,CHEMBL255647
384,Nc4nc(c1cc[nH]n1)c3cnn(Cc2ccccc2F)c3n4,427095,CHEMBL267200
385,Nc4nc(c1ccco1)c3ccn(Cc2ccccc2F)c3n4,427378,CHEMBL410678
386,Nc3nc(NC(=O)c1ccccc1OC(F)(F)F)c(N(=O)=O)c(c2ccco2)n3,558124,CHEMBL561163
387,CNC(=O)Cc4ccc(Nc2ncnc3n(C1O[C@H](CO)[C@@H](O)[C@H]1O)cnc23)cc4,605197,CHEMBL606297
388,CCCn4c(=O)n(CCC)c3[nH]c(c2ccc(S(=O)(=O)Oc1ccc(N(=O)=O)cc1)cc2)nc3c4=O,4602,CHEMBL8865
389,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCn1ccnc1)nc23)[C@H](O)[C@@H]4O,605459,CHEMBL606319
390,CCCn4c(=O)n(CCC)c3[nH]c(c2ccc(OCC(=O)Nc1ccc(F)cc1)cc2)nc3c4=O,18646,CHEMBL16929
391,Clc5ccc4nc(NC(=O)CCCCC(=O)OCc1ccccc1)n3nc(c2ccco2)nc3c4c5,158423,CHEMBL95229
392,CC(C)N5CCC(NC(=O)c4ccc3c(=O)c2c(c1ccccc1)nc(N)nc2c3c4)CC5,629657,CHEMBL1087183
393,CCNC(=O)[C@H]5OC(n3cnc4c(NC(=O)Nc2ccc(NS(=O)(=O)c1ncccn1)cc2)ncnc34)[C@H](O)[C@@H]5O,606755,CHEMBL610111
394,Nc4nc(c1ccccc1)c3ncn(C(=O)NCc2ccccc2)c3n4,427469,CHEMBL259164
395,Nc4nc(c1nccs1)c3cnn(Cc2ccccc2F)c3n4,427096,CHEMBL402389
396,CCCn3c(=O)n(CCC)c2[nH]c(/C=C/c1cc(OC)c(OC)c(OC)c1)nc2c3=O,122761,CHEMBL77279
397,Nc4nc(NCCc2ccc1CCCCc1c2)nc5n(C3O[C@H](CO)[C@@H](O)[C@H]3O)cnc45,138632,CHEMBL87981
398,OC[C@H]5O[C@@H](n3cnc4c(NN1CCCCC1c2ccccc2)nc(Cl)nc34)[C@H](O)[C@@H]5O,145669,CHEMBL92210
399,Nc5nc(NC[C@H]1CCCN1Cc3ccc2ccccc2n3)nc6nc(c4ccco4)nn56,296620,CHEMBL177229
400,Nc6nc4n(CCN3CCc2ncc(c1ccccc1)cc2C3)ncc4c7nc(c5ccco5)nn67,447702,CHEMBL469879
401,CCCCc3nc1[nH]cnc1c4nc(c2ccccc2Cl)nn34,201357,CHEMBL124788
402,CC(C)(C)CNC5CCN(c4cccc(c3cc2nc(c1ccco1)nn2c(N)n3)c4)CC5,297250,CHEMBL368525
403,CCN(C(C)=O)c2ccc(OC)c3nc(NC(=O)c1cc[nH]c1)sc23,647613,CHEMBL1170519
404,Cc1noc(C)c1CN5CCN(c4nc(N)n3nc(c2ccco2)nc3n4)CC5,296690,CHEMBL368619
405,Nc3nc(OCCCCC1CCCCC1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,607608,CHEMBL608464
406,Cc3nc2sc1CCCc1c2c(=O)n3CC#C,630006,CHEMBL1095695
407,Cn4c(=O)n(C)c3cc(c2ccc(COC(=O)Nc1ccco1)cc2)[nH]c3c4=O,479432,CHEMBL468506
408,Nc3nc(Oc1ccccc1)nc4nc(c2ccco2)nn34,622151,CHEMBL1093313
409,Nc3nc(SCCc1ccccc1)nc4n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,575944,CHEMBL577036
410,Cn3c(c1cccc(F)c1)nc4c(N)nc(C#CC2(O)CCCCCC2)nc34,77498,CHEMBL296389
411,Nc3nc(c1ccccc1)nc(c2ccccc2)c3C#N,432368,CHEMBL260615
412,Nc3nc(c1ccccc1)cc(c2ccco2)c3C#N,489181,CHEMBL447192
413,CN(C[C@H]1CCCN1Cc2cc(C)on2)c5cc4nc(c3ccco3)nn4c(N)n5,309526,CHEMBL184411
414,Nc4nc(c2ccc(C(=O)N1CCOCC1)cc2)cn5nc(c3ccco3)nc45,327165,CHEMBL383568
415,Nc6nc(N4CCN3C[C@@H](COc1ncnc2ccccc12)CC[C@H]3C4)nc7nc(c5ccco5)nn67,372992,CHEMBL222767
416,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCN1CCN(C)CC1)nc23)[C@H](O)[C@@H]4O,605408,CHEMBL603809
417,Nc5nc(c1ccccc1)c4c(=O)c3ccc(OCCN2CCCC2)cc3c4n5,628705,CHEMBL1095490
418,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#Cc1cccs1)nc23)[C@H](O)[C@@H]4O,605427,CHEMBL604649
419,Nc2nc(Cl)nc3n(C1SC(CO)C(O)C1O)cnc23,20129,CHEMBL17859
420,COc3cccc(c2nc(Cc1ccc(C)c(C)c1)n[nH]2)c3,279670,CHEMBL165760
421,Nc5nc(N3CCN2C[C@@H](COc1ccccn1)CC[C@H]2C3)nc6nc(c4ccco4)nn56,373066,CHEMBL449710
422,Nc3nc(SCc1ncc[nH]1)c(C#N)c(c2cccc(O)c2)c3C#N,201620,CHEMBL122806
423,Nc4nc2n(CCCCc1ccccc1)ncc2c5nc(c3ccco3)nn45,18449,CHEMBL273590
424,CCCn4c(=O)n(CCC)c3cc(c2ccc(COC(=O)Nc1ccon1)cc2)[nH]c3c4=O,479617,CHEMBL466035
425,Cc3ccc(C(=O)c1nc(C(F)(F)F)nc2ccsc12)o3,428385,CHEMBL408703
426,Nc3nc(OCCCC1CCCCC1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,607151,CHEMBL610992
427,Nc3nc(OCCC1CCCCC1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,607622,CHEMBL607615
428,Nc3nc(c1ccccc1)c(C#N)c(c2ccccc2)n3,432228,CHEMBL259736
429,Nc4nc2n(c1ccccc1)ncc2c5nc(c3ccco3)nn45,18368,CHEMBL16509
430,c5ccc(c4nc3c1[nH]cnc1nc(c2ccccc2)n3n4)cc5,201835,CHEMBL330982
431,CC(=O)NCCNc2[nH]c(c1ccccc1)nc3nc(C)c(C)c23,127630,CHEMBL81616
432,CCCn5c(=O)n(CCC)c4[nH]c(c3ccc(OCc2noc(c1ccccc1OC)n2)cc3)nc4c5=O,302651,CHEMBL361826
433,COc3ccc(c2cccc(c1nc(N)nc(SC)n1)c2)cn3,368930,CHEMBL426530
434,CNc4ncc3n(Cc1c(F)cccc1F)c(=O)n(c2cccc(OC)c2)c3n4,457923,CHEMBL491317
435,CCc2nnc3c(N)nc1cc(Cl)c(Cl)cc1n23,115237,CHEMBL312449
436,Nc3nc(N\N=C\C=C\c1ccc(N(=O)=O)cc1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,606919,CHEMBL609816
